brand, product_name, shipping, price,
G.SKILL TridentZ Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3866 (PC4 30900) Intel Z270 / Z370 Memory (Desktop Memory) Model F4-3866C18D-16GTZSW,G.SKILL,Free Shipping,$199.99 –,
G.SKILL TridentZ Series 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 3733 (PC4 29800) Intel Z370 / X299 Desktop Memory Model F4-3733C17Q-32GTZKK,G.SKILL,Free Shipping,$293.82 (2 Offers)–,
G.SKILL TridentZ Series 64GB (4 x 16GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Intel Z370 / X299 Desktop Memory Model F4-3600C17Q-64GTZ,G.SKILL,Free Shipping,$723.24 –,
G.SKILL TridentZ Series 64GB (4 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel Z370 Platform / Intel X99 Platform Desktop Memory Model F4-3200C15Q-64GTZSW,G.SKILL,Free Shipping,$477.82 (3 Offers)–,
G.SKILL Trident Z Neo (For AMD Ryzen) Series 64GB (4 x 16GB) 288-Pin RGB DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C18Q-64GTZN,G.SKILL,Free Shipping,$432.99 –,
G.SKILL Aegis 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Intel Z170 Platform / Intel X99 Platform Desktop Memory Model F4-2400C15Q-32GIS,,,,
F4-2400C15Q-32GIS,G.SKILL,Free Shipping,$291.58 (2 Offers)–,
G.SKILL Flare X Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 2933 (PC4 23400) Desktop Memory Model F4-2933C16D-16GFX,G.SKILL,Free Shipping,$182.00 –,
G.SKILL TridentZ Series 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 4133 (PC4 33000) Intel Z370 / X299 Desktop Memory Model F4-4133C19Q-32GTZSWF,G.SKILL,Free Shipping,$568.00 –,
G.SKILL TridentZ Series 64GB (4 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel Z370 Platform / Intel X99 Platform Desktop Memory Model F4-3200C14Q-64GTZSW,G.SKILL,Free Shipping,$521.79 (2 Offers)–,
CORSAIR Vengeance LPX 8GB (2 x 4GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model CMK8GX4M2B3000C15R,Corsair,Free Shipping,$99.99 –,
G.SKILL Flare X Series 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) AMD X370 / B350 / A320 Memory (Desktop Memory) Model F4-2400C15Q-32GFXR,G.SKILL,Free Shipping,$239.00 –,
G.SKILL Flare X Series 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) AMD X370 / B350 / A320 Memory (Desktop Memory) Model F4-2400C16Q-32GFXR,G.SKILL,Free Shipping,$220.00 –,
G.SKILL Flare X Series 64GB (4 x 16GB) 288-Pin DDR4 SDRAM DDR4 2933 (PC4 23400) AMD X399 Desktop Memory Model F4-2933C14Q-64GFX,G.SKILL,Free Shipping,$480.98 (2 Offers)–,
G.SKILL Flare X Series 128GB (8 x 16GB) 288-Pin DDR4 SDRAM DDR4 2933 (PC4 23400) AMD X399 Desktop Memory Model F4-2933C14Q2-128GFX,G.SKILL,Free Shipping,$988.67 (2 Offers)–,
Crucial 8GB (1 x 8GB) DDR4 2400MHz DRAM (Desktop Memory) CL17 1.2V SR DIMM (288-pin) CT8G4DFS824A,Crucial,Free Shipping,$29.87 (26 Offers)–,
Crucial 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Memory (Desktop Memory) Model CT4K8G4DFD824A,Crucial,Free Shipping,$162.98 (7 Offers)–,
G.SKILL Trident Z Royal Series 16GB (2 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C16D-16GTRS,G.SKILL,Free Shipping,$329.99 –,
G.SKILL Flare X Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) AMD X370 / B350 / A320 Memory (Desktop Memory) Model F4-2400C16D-32GFX,G.SKILL,Free Shipping,$123.46 –,
G.SKILL Flare X Series 64GB (4 x 16GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) AMD X370 / B350 / A320 Memory (Desktop Memory) Model F4-2400C16Q-64GFX,G.SKILL,Free Shipping,$277.66 –,
G.SKILL Flare X Series 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) AMD X370 / B350 / A320 Memory (Desktop Memory) Model F4-2400C16Q-32GFX,G.SKILL,Free Shipping,$146.87 –,
G.SKILL Flare X Series 64GB (4 x 16GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) AMD X370 / B350 / A320 Memory (Desktop Memory) Model F4-2400C15Q-64GFXR,G.SKILL,Free Shipping,$355.58 –,
G.SKILL Trident Z Royal Series 32GB (4 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C17Q-32GTRG,G.SKILL,Free Shipping,$429.60 –,
CORSAIR Vengeance LPX 64GB (4 x 16GB) 288-Pin DDR4 SDRAM DDR4 2133 (PC4 17000) Desktop Memory Model CMK64GX4M4A2133C13,Corsair,Free Shipping,$578.00 (2 Offers)–,
Patriot Viper Elite 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 2666 (PC4 21300) Intel XMP 2.0 Desktop Memory Model PVE432G266C6KGY,Patriot Memory,Free Shipping,$154.34 (3 Offers)–,
XPG GAMMIX D30 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Intel XMP 2.0 Desktop Memory Model AX4U300038G16A-DB30,XPG,Free Shipping,$54.99 (4 Offers)–,
XPG GAMMIX D30 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Intel XMP 2.0 Desktop Memory Model AX4U300038G16A-DR30,XPG,Free Shipping,$59.99 –,
CORSAIR Vengeance LPX 16GB (4 x 4GB) 288-Pin DDR4 SDRAM DDR4 2666 (PC4 21300) C16 Memory Kit - Red Model CMK16GX4M4A2666C16R,Corsair,Free Shipping,$129.99 –,
XPG GAMMIX D30 Desktop Memory: 32GB (2x16GB) DDR4 3200MHz CL16 Black,XPG,Free Shipping,$109.99 (3 Offers)–,
CORSAIR Vengeance LPX 16GB (4 x 4GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Desktop Memory Model CMK16GX4M4A2400C16,Corsair,Free Shipping,$169.99 (2 Offers)–,
XPG GAMMIX D30 Desktop Memory: 32GB (2x16GB) DDR4 3200MHz CL16 Red,XPG,Free Shipping,$129.99 (2 Offers)–,
XPG GAMMIX D30 Desktop Memory: 16GB (2x8GB) DDR4 3200MHz CL16 Black,XPG,Free Shipping,$64.99 (4 Offers)–,
CORSAIR Vengeance LPX 64GB (4 x 16GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) AMD X399 Compatible Desktop Memory Model CMK64GX4M4A2400C16,Corsair,Free Shipping,$291.60 (2 Offers)–,
CORSAIR Vengeance LPX 16GB (4 x 4GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Memory Kit Model CMK16GX4M4B3000C15,Corsair,Free Shipping,$169.99 –,
GeIL SUPER LUCE RGB SYNC 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model GLWS416GB3000C16ADC,GeIL,Free Shipping,$128.00 (2 Offers)–,
G.SKILL Sniper X Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Intel X299 / Z370 / Z270 / Z170 Platform Desktop Memory Model F4-3000C16D-32GSXFB,G.SKILL,Free Shipping,$399.00 (2 Offers)–,
G.SKILL Sniper X Series 64GB (4 x 16GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Intel X299 / X99 / Z370 / Z270 / Z170 Platform Desktop Memory Model F4-2400C17Q-64GSXF,G.SKILL,Free Shipping,$277.46 –,
G.SKILL Sniper X Series 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Intel X299 / X99 / Z370 / Z270 / Z170 Platform Desktop Memory Model F4-2400C17Q-32GSXF,G.SKILL,Free Shipping,$353.08 (2 Offers)–,
CORSAIR Vengeance LPX 8GB (2 x 4GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Memory Kit Model CMK8GX4M2A2400C14R,Corsair,Free Shipping,$99.99 –,
Patriot Viper Steel 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 4400 (PC4 35200) Intel XMP 2.0 Desktop Memory Model PVS416G440C9K,Patriot Memory,Free Shipping,$167.99 (7 Offers)–,
XPG Z1 Desktop Memory: 16GB (2x8GB) DDR4 3000MHz CL16 Gold,XPG,Free Shipping,$59.99 (5 Offers)–,
XPG Z1 Desktop Memory: 16GB (2x8GB) DDR4 3000MHz CL16 Black,XPG,Free Shipping,$50.99 (3 Offers)–,
CORSAIR Vengeance LPX 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 2666 (PC4 21300) memory kit for DDR4 Systems Model CMK32GX4M4A2666C16B,Corsair,Free Shipping,$390.00 –,
CORSAIR Vengeance LPX 8GB 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Memory Kit Model CMK8GX4M1A2400C14,Corsair,Free Shipping,$36.58 (6 Offers)–,
Patriot Memory Viper Elite 8GB (1x8GB) DDR4 2666MHz 288pin DIMM Memory Module,Patriot Memory,Free Shipping,$37.96 (8 Offers)–,
CORSAIR Vengeance LPX 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) AMD X399 Compatible C14 Memory Kit - Black Model CMK32GX4M4A2400C14,Corsair,Free Shipping,$176.47 (3 Offers)–,
Crucial 1GB 184-Pin DDR SDRAM DDR 400 (PC 3200) Major Brand Chipset Desktop Memory Model CT12864Z40B,Crucial,Free Shipping,$6.86 (6 Offers)–,
CORSAIR Vengeance LPX 4GB 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Memory Kit Model CMK4GX4M1A2400C14R,Corsair,Free Shipping,$49.99 (2 Offers)–,
Crucial 16GB (2 x 8GB) DDR4 2666MHz DRAM (Desktop Memory) CL19 1.2V SR DIMM (288-pin) CT2K8G4DFS8266,Crucial,Free Shipping,$59.98 (19 Offers)–,
Crucial 32GB (4 x 8GB) DDR4 2666MHz DRAM (Desktop Memory) CL19 1.2V SR DIMM (288-pin) CT4K8G4DFS8266,Crucial,Free Shipping,$178.18 (11 Offers)–,
Team T-FORCE DARK Z 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model TDZRD432G3200HC16CDC01,Team Group,Free Shipping,$178.99 –,
Team T-FORCE DARK Z 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model TDZGD432G3000HC16CDC01,Team Group,$9.99 Shipping,$126.22 –,
Vaseky Knight Desktop Ram Memory DDR4 32GB 3200MHz Desktop RAM 1.2V 288 Pin Unbuffered DIMM Low latency Memory Modules Chips DDR4 3200 (PC4-25600) for Intel AMD System Desktop Computer DDR4 Ram,Vaseky,Free Shipping,$119.99 –,
Crucial 64GB (4 x 16GB) DDR4 2666MHz DRAM (Desktop Memory) CL19 1.2V DR DIMM (288-pin) CT4K16G4DFD8266,Crucial,Free Shipping,$210.97 (12 Offers)–,
XPG GAMMIX D30 Gaming Memory: 16GB (2x8GB) DDR4 3200MHz CL16 Red,XPG,Free Shipping,$64.99 (4 Offers)–,
Crucial Ballistix RGB 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model BL2K8G30C15U4BL,Crucial,Free Shipping,$103.28 (12 Offers)–,
Crucial Ballistix RGB 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model BL2K8G36C16U4BL,Crucial,Free Shipping,$246.99 (2 Offers)–,
Crucial Ballistix RGB 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model BL2K16G36C16U4WL,Crucial,Free Shipping,$269.99 (2 Offers)–,
Crucial Ballistix RGB 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model BL2K16G30C15U4BL,Crucial,$6.00 Shipping,$195.19 (2 Offers)–,
Crucial Ballistix RGB 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model BL2K16G36C16U4RL,Crucial,Free Shipping,$249.99 (2 Offers)–,
Team T-FORCE DARK Z 32GB 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel XMP 2.0 Desktop Memory Model TDZGD432G3200HC16C01,Team Group,Free Shipping,$156.99 –,
CORSAIR Vengeance LPX 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 2133 (PC4 17000) Memory Kit Model CMK32GX4M4A2133C13,Corsair,Free Shipping,$170.00 (3 Offers)–,
CORSAIR Vengeance LPX 64GB (8 x 8GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) AMD X399 Compatible Memory Kit Model CMK64GX4M8A2400C14,Corsair,Free Shipping,$330.67 –,
CORSAIR Vengeance LPX 16GB (4 x 4GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Memory Kit - Blue Model CMK16GX4M4A2400C14B,Corsair,Free Shipping,$264.00 –,
XPG Z1 Desktop Memory: 16GB (2x8GB) DDR4 3000MHz CL16 Sliver,XPG,Free Shipping,$59.99 (2 Offers)–,
XPG Z1 Desktop Memory: 16GB (2x8GB) DDR4 3200MHz CL16 Sliver,XPG,Free Shipping,$64.99 (8 Offers)–,
G.SKILL Trident Z Neo (For AMD Ryzen) Series 32GB (2 x 16GB) 288-Pin RGB DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C16D-32GTZN,G.SKILL,Free Shipping,$359.99 (3 Offers)–,
XPG Z1 Desktop Memory: 16GB (2x8GB) DDR4 3200MHz CL16 Black,XPG,Free Shipping,$64.99 (6 Offers)–,
CORSAIR Vengeance LPX 16GB (4 x 4GB) 288-Pin DDR4 SDRAM DDR4 2133 (PC4 17000) Memory Kit Model CMK16GX4M4A2133C13,Corsair,Free Shipping,$108.62 (4 Offers)–,
CORSAIR Vengeance LPX 16GB (4 x 4GB) 288-Pin DDR4 SDRAM DDR4 2133 (PC4 17000) Memory Kit Model CMK16GX4M4A2133C13R,Corsair,Free Shipping,$98.34 (3 Offers)–,
Kingston HyperX Fury 8GB (1 x 8G) DDR4 2133 Desktop Memory DIMM (288-Pin) RAM HX421C14FB2/8,HyperX,Free Shipping,$92.77 (4 Offers)–,
Kingston ValueRAM 2GB 240-Pin DDR2 SDRAM DDR2 667 (PC2 5300) Desktop Memory Model KVR667D2N5/2G,Kingston Technology Corp.,Free Shipping,$9.88 (9 Offers)–,
Crucial 4GB 288-Pin DDR4 SDRAM DDR4 2133 (PC4 17000) Desktop Memory Model CT4G4DFS8213,Crucial,Free Shipping,$19.98 (6 Offers)–,
G.SKILL Ripjaws Series 4GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model F3-12800CL9S-4GBRL,G.SKILL,Free Shipping,$31.09 (4 Offers)–,
Crucial 16GB 2666 MT/S 288-Pin DDR4 SDRAM UDIMM (PC4-21300) Memory Module| CL19| Unbuffered| Dual Ranked x8| Non-ECC| 1.2V,Crucial,Free Shipping,$54.46 (13 Offers)–,
Patriot Viper Elite 8GB (1 x 8GB) DDR4 2400MHz DRAM (Desktop Memory) CL16 1.2V Grey DIMM (288-pin) Extreme Performance Memory PVE48G240C6GY (Intel XMP| AMD Ryzen),Patriot Memory,$11.99 Shipping,$47.03 (4 Offers)–,
Patriot Viper Steel 16GB (2 x 8GB) 288-Pin DDR4 3000MHz (PC4 24000) Desktop Memory Model PVS416G300C6K,Patriot Memory,$3.94 Shipping,$62.99 (2 Offers)–,
XPG SPECTRIX D60G RGB Desktop Memory: 16GB (2x8GB) DDR4 3200MHz CL16 GREY,XPG,Free Shipping,$69.99 (4 Offers)–,
XPG SPECTRIX D60G RGB Desktop Memory: 32GB (2x16GB) DDR4 3200MHz CL16 GREY,XPG,Free Shipping,$149.99 (4 Offers)–,
Patriot Viper Steel 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model PVS416G360C8K,Patriot Memory,Free Shipping,$87.60 (3 Offers)–,
Vaseky Knight Desktop Ram Memory DDR4 8GB 2666MHz Desktop RAM Memory Modules Chips DDR4 2666 (PC4 21300)  for Intel AMD System Desktop Computer DDR4 Ram 8gb 8gb vs 16gb,Vaseky,Free Shipping,$39.99 –,
Vaseky Knight Desktop Ram Memory DDR3 8GB 1600MHz Desktop RAM Memory Modules Chips DDR3 1600 (PC3 21800)  for Intel AMD System Desktop Computer DDR4 Ram 8gb 8gb vs 16gb,Vaseky,Free Shipping,$34.99 –,
G.SKILL Ares Series 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model F3-1600C9D-8GAB,G.SKILL,Free Shipping,$91.00 (2 Offers)–,
Vaseky Knight Desktop Ram Memory DDR4 16GB 2666MHz Desktop RAM 1.2V 288 pin Memory Modules Chips DDR4 2666 (PC4 21300) for Intel AMD System Desktop Computer DDR4 Ram 8gb 8gb vs 16gb,Vaseky,Free Shipping,$54.99 –,
Crucial 32GB Kit (2 x 16GB) DDR4-2666 DIMM 288-Pin Memory Kit CT2K16G4DFD8266,Crucial,Free Shipping,$117.97 (22 Offers)–,
Vaseky Knight Game Memory Ram DDR3 4GB 1600MHz Desktop RAM Memory Modules Chips DDR3 1600 (PC3 12800) with Intel AMD System,Vaseky,Free Shipping,$18.99 –,
Vaseky Knight Game Memory Ram DDR4 4GB 2666MHz Desktop RAM Memory Modules Chips DDR4 2666 (PC4 21300) with Intel AMD System,Vaseky,Free Shipping,$22.99 –,
HyperX FURY 16GB 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Desktop Memory Model HX424C15FB3/16,HyperX,Free Shipping,$71.79 (10 Offers)–,
Kingston ValueRAM 4GB (2 x 2GB) 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10600) Desktop Memory Model KVR1333D3K2/4GR,Kingston Technology Corp.,Free Shipping,$118.95 –,
HyperX FURY 64GB (4 x 16GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Desktop Memory Model HX424C15FB3K4/64,HyperX,Free Shipping,$258.93 (11 Offers)–,
HyperX FURY 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Desktop Memory Model HX424C15FB3K2/32,HyperX,Free Shipping,$142.98 (8 Offers)–,
HyperX FURY 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Desktop Memory Model HX424C15FB3K2/16,HyperX,Free Shipping,$80.76 (6 Offers)–,
Crucial 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10600) Micron Chipset Desktop Memory Model CT2KIT51264BA1339,Crucial,Free Shipping,$30.94 (5 Offers)–,
Kingston 4GB 240-Pin DDR3 SDRAM DDR3 1600 Desktop Memory Model KVR16N11S8/4,Kingston Technology Corp.,Free Shipping,$20.00 (22 Offers)–,
G.SKILL Ripjaws X Series 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 2133 (PC3 17000) Desktop Memory Model F3-2133C9D-16GXH,G.SKILL,Free Shipping,$99.99 –,
Crucial 8GB Kit (4GBx2) DDR4 2666 MT/s (PC4-21300) CL19 x8 UDIMM 288-Pin Memory - CT2K4G4DFS8266,Crucial,Free Shipping,$37.98 (11 Offers)–,
Kingston 2GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model KVR16N11S6/2,Kingston Technology Corp.,Free Shipping,$19.20 (6 Offers)–,
HyperX Fury 8GB (1 x 8GB) DDR4 2666MHz DRAM (Desktop Memory) CL16 1.2V White DIMM (288-pin) HX426C16FW2/8 (Intel XMP| AMD Ryzen),HyperX,Free Shipping,$38.97 (7 Offers)–,
HyperX Fury 8GB (1 x 8GB) DDR4 2666MHz DRAM (Desktop Memory) CL16 1.2V Black DIMM (288-pin) HX426C16FB2/8 (Intel XMP| AMD Ryzen),HyperX,Free Shipping,$52.95 (8 Offers)–,
HyperX Fury 64GB (4 x 16GB) DDR4 2133MHz DRAM (Desktop Memory) CL14 1.2V Black DIMM (288-pin) HX421C14FBK4/64 (Intel XMP| AMD Ryzen),HyperX,Free Shipping,$214.78 (6 Offers)–,
HyperX Fury 16GB (2 x 8GB) DDR4 2666MHz DRAM (Desktop Memory) CL16 1.2V Black DIMM (288-pin) HX426C16FB2K2/16 (Intel XMP| AMD Ryzen),HyperX,Free Shipping,$74.17 (4 Offers)–,
HyperX Fury 16GB (1 x 16GB) DDR4 2666MHz DRAM (Desktop Memory) CL16 1.2V Black DIMM (288-pin) HX426C16FB/16 (Intel XMP| AMD Ryzen),HyperX,Free Shipping,$67.34 (10 Offers)–,
HyperX Fury 16GB (1 x 16GB) DDR4 2666MHz DRAM (Desktop Memory) CL16 1.2V White DIMM (288-pin) HX426C16FW/16 (Intel XMP| AMD Ryzen),HyperX,Free Shipping,$68.97 (7 Offers)–,
HyperX Fury 16GB (2 x 8GB) DDR4 2400MHz DRAM (Desktop Memory) CL15 1.2V White DIMM (288-pin) HX424C15FW2K2/16 (Intel XMP| AMD Ryzen),HyperX,Free Shipping,$199.96 (2 Offers)–,
HyperX Fury 32GB (4 x 8GB) DDR4 2666MHz DRAM (Desktop Memory) CL16 1.2V Red DIMM (288-pin) HX426C16FR2K4/32 (Intel XMP| AMD Ryzen),HyperX,Free Shipping,$129.99 (3 Offers)–,
HyperX Fury 32GB (2 x 16GB) DDR4 2666MHz DRAM (Desktop Memory) CL16 1.2V White DIMM (288-pin) HX426C16FWK2/32 (Intel XMP| AMD Ryzen),HyperX,Free Shipping,$142.25 (7 Offers)–,
HyperX Fury 32GB (2 x 16GB) DDR4 2666MHz DRAM (Desktop Memory) CL16 1.2V Red DIMM (288-pin) HX426C16FRK2/32 (Intel XMP| AMD Ryzen),HyperX,Free Shipping,$144.67 (7 Offers)–,
HyperX Fury 16GB (1 x 16GB) DDR4 2666MHz DRAM (Desktop Memory) CL16 1.2V Red DIMM (288-pin) HX426C16FR/16 (Intel XMP| AMD Ryzen),HyperX,Free Shipping,$69.77 (10 Offers)–,
HyperX Fury 32GB (4 x 8GB) DDR4 2666MHz DRAM (Desktop Memory) CL16 1.2V Black DIMM (288-pin) HX426C16FB2K4/32 (Intel XMP| AMD Ryzen),HyperX,Free Shipping,$134.66 (9 Offers)–,
Crucial 2GB 240-Pin DDR3 SDRAM DDR3 1066 (PC3 8500) Desktop Memory Model CT25664BA1067,Crucial,Free Shipping,$9.01 (8 Offers)–,
Crucial 4GB 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10600) Micron Chipset Desktop Memory Model CT51264BA1339,Crucial,Free Shipping,$16.98 (7 Offers)–,
XPG Z1 Gaming Memory: 16GB (2x8GB) DDR4 3200MHz CL16 Gold,XPG,Free Shipping,$64.99 (8 Offers)–,
Kingston 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 Desktop Memory Model KVR16N11K2/16,Kingston Technology Corp.,Free Shipping,$86.91 (12 Offers)–,
Kingston ValueRAM 4GB (2 x 2GB) 240-Pin DDR2 SDRAM DDR2 800 (PC2 6400) Dual Channel Kit Desktop Memory Model KVR800D2N6K2/4G,Kingston Technology Corp.,Free Shipping,$40.00 (2 Offers)–,
HyperX Fury 64GB (4 x 16GB) DDR4 2666MHz DRAM (Desktop Memory) CL16 1.2V Black DIMM (288-pin) HX426C16FBK4/64 (Intel XMP| AMD Ryzen),HyperX,Free Shipping,$258.98 (9 Offers)–,
HyperX FURY 16GB (4 x 4GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Desktop Memory Model HX424C15FB3K4/16,HyperX,Free Shipping,$91.32 (5 Offers)–,
CORSAIR XMS3 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CMX8GX3M2A1600C9,Corsair,Free Shipping,$49.08 (3 Offers)–,
XPG SPECTRIX DT50 RGB Desktop Memory: 32GB (2x16GB) DDR4 3600MHz CL18 GREY,XPG,Free Shipping,$159.99 (2 Offers)–,
XPG SPECTRIX DT50 RGB Desktop Memory: 32GB (2x16GB) DDR4 3000MHz CL16 GREY,XPG,Free Shipping,$129.99 (3 Offers)–,
XPG SPECTRIX DT50 RGB Desktop Memory: 32GB (2x16GB) DDR4 3200MHz CL16 GREY,XPG,Free Shipping,$139.99 (3 Offers)–,
CORSAIR XMS3 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10600) Desktop Memory Model CMX8GX3M2A1333C9,Corsair,Free Shipping,$123.97 (2 Offers)–,
CORSAIR XMS 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1333 Desktop Memory Model CMX16GX3M2A1333C9,Corsair,Free Shipping,$82.83 (3 Offers)–,
Samsung 4GB PC3-12800 DDR3-1600MHz Desktop Memory M378B5173DB0-CK0,SAMSUNG,Free Shipping,$17.00 (3 Offers)–,
G.SKILL Ripjaws V Series 16GB (4 x 4GB) 288-Pin DDR4 SDRAM DDR4 2800 (PC4 22400) Desktop Memory Model F4-2800C15Q-16GVRB,G.SKILL,Free Shipping,$179.99 –,
XPG SPECTRIX D50 16GB (2 x 8GB) DDR4 3600 (PC4 28800) CL18 RGB Desktop Memory AX4U360038G18A-DT50,XPG,Free Shipping,$94.99 (4 Offers)–,
Kingston ValueRAM 8GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model KVR16N11/8,Kingston Technology Corp.,Special Shipping,$32.99 (19 Offers)–,
XPG SPECTRIX D60G RGB Desktop Memory Series: 32GB (2x16GB) DDR4 3000MHz CL16 GREY,XPG,Free Shipping,$134.99 –,
Timetec Hynix IC 8GB DDR3 1333MHz PC3-10600 Unbuffered Non-ECC 1.5V CL9 2Rx8 Dual Rank 240 Pin UDIMM Desktop Memory Ram Module Upgrade (8GB),Timetec,Free Shipping,$29.99 –,
Timetec Hynix IC 16GB Kit (2x8GB) DDR3L 1600MHz PC3L-12800 Non ECC Unbuffered 1.35V/1.5V CL11 2Rx8 Dual Rank 240 Pin UDIMM Desktop Memory Ram Module Upgrade (16GB Kit (2x8GB)),Timetec,Free Shipping,$48.99 –,
XPG SPECTRIX D60G 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Intel XMP 2.0 Desktop Memory Model AX4U300038G16A-DT60,XPG,Free Shipping,$74.99 (5 Offers)–,
Kingston ValueRAM 16GB (2 x 8GB) DDR4 2400 RAM (Desktop Memory) DIMM (288-Pin) KVR24N17S8K2/16,Kingston Technology Corp.,Free Shipping,$125.00 (2 Offers)–,
Crucial 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10600) Major Brand Chipset Desktop Memory Model CT2KIT102464BA1339,Crucial,Free Shipping,$56.98 (7 Offers)–,
HyperX Predator 32GB (2 x 16GB) DDR4 3200 RAM (Desktop Memory) CL16 XMP Black DIMM (288-Pin) HX432C16PB3K2/32,HyperX,$8.60 Shipping,$165.90 (6 Offers)–,
